pcode,name
8520,Magnetic tape recorders and other sound recording apparatus
8521,"Video recording or reproducing apparatus, whether or not incorporating a vi ..."
8522,Parts and accessories for use with the apparatus of heading 85.19 to 85.21
8523,Prepared unrecorded media for sound recording or similar recording of other ...
8524,"Records, tapes and other recorded media for sound"
8525,"Transmission apparatus for radio-telephony, radio-broadcasting"
8526,"Radar apparatus, radio navigational aid apparatus and radio remote control  ..."
8527,"Reception apparatus for radio-telephony, radio-telegraphy or radio-broadcas ..."
8528,Reception apparatus for television
8529,Parts suitable for use with the apparatus of headings 85.25 to 85.28
8530,"Electrical signalling, safety or traffic control equipment for railways"
8531,Electric sound or visual signalling apparatus
8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)."
8533,Electrical resistors (including rheostats and potentiometers)
8534,Printed circuits.
8535,Electrical apparatus for switching or protecting electrical circuits
8536,"Electrical apparatus for switching or protecting electrical circuits, or fo ..."
8537,"Boards, panels, consoles, desks, cabinets and other bases"
8538,"Parts suitable for use with the apparatus of heading 85.35, 85.36 or 85.37"
8539,"Electric filament or discharge lamps, including sealed beam lamp units"
8540,"Thermionic, cold cathode or photo-cathode valves and tubes"
8541,"Diodes, transistors and similar semiconductor devices"
8542,Electronic integrated circuits and microassemblies.
8543,"Electrical machines and apparatus, having individual functions"
8544,"Insulated (including enamelled or anodised) wire, cable"
8545,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons"
8546,Electrical insulators of any material.
8547,"Insulating fittings for electrical machines, appliances or equipment"
8548,"Waste and scrap of primary cells, primary batteries and electric accumulato ..."
8601,Rail locomotives powered from an external source of electricity
8602,Other rail locomotives; locomotive tenders.
8603,"Self-propelled railway or tramway coaches, vans and trucks"
8604,Railway or tramway maintenance or service vehicles
8605,"Railway or tramway passenger coaches, not self-propelled"
8606,"Railway or tramway goods vans and wagons, not self-propelled."
8607,Parts of railway or tramway locomotives or rolling-stock.
8608,Railway or tramway track fixtures and fittings; mechanical
8609,Containers (including containers for the transport of fluids)
8701,Tractors (other than tractors of heading 87.09).
8702,"Motor vehicles for the transport of ten or more persons, including the driv ..."
8703,Motor cars and other motor vehicles principally designed for the transport  ...
8704,Motor vehicles for the transport of goods.
8705,"Special purpose motor vehicles, other than those principally designed for t ..."
8706,"Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87 ..."
8707,"Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05. ..."
8708,Parts and accessories of the motor vehicles of headings 87.01 to 87.05.
8709,"Works trucks, self-propelled, not fitted with lifting or handling equipment ..."
8710,"Tanks and other armoured fighting vehicles, motorised"
8711,Motorcycles (including mopeds) and cycles fitted with an auxiliary motor
8712,"Bicycles and other cycles (including delivery tricycles), not motorised."
8713,Carriages for disabled persons
8714,Parts and accessories of vehicles of headings 87.11 to 87.13.
8715,Baby carriages and parts thereof.
8716,Trailers and semi-trailers
8801,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircra ..."
8802,"Other aircraft (for example, helicopters, aeroplanes); spacecraft"
8803,Parts of goods of heading 88.01 or 88.02.
8804,Parachutes (including dirigible parachutes and paragliders) and rotochutes
8805,Aircraft launching gear; deck-arrestor or similar gear
8901,"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar ..."
8902,Fishing vessels; factory ships and other vessels for processing or preservi ...
8903,Yachts and other vessels for pleasure or sports; rowing boats and canoes.
8904,Tugs and pusher craft.
8905,"Light-vessels, fire-floats, dredgers, floating cranes and other vessels"
8906,"Other vessels, including warships and lifeboats other than rowing boats."
8907,Other floating structures
8908,Vessels and other floating structures for breaking up.
9001,Optical fibres and optical fibre bundles
9002,"Lenses, prisms, mirrors and other optical elements, of any material"
9003,"Frames and mountings for spectacles, goggles or the like, and parts thereof ..."
9004,"Spectacles, goggles and the like, corrective, protective or other."
9005,"Binoculars, monoculars, other optical telescopes, and mountings therefor"
9006,Photographic (other than cinematographic) cameras
9007,Cinematographic cameras and projectors
9008,"Image projectors, other than cinematographic"
9009,Photocopying apparatus incorporating an optical system
9010,Apparatus and equipment for photographic (including cinematographic) labora ...
9011,"Compound optical microscopes, including those for photomicrography"
9012,Microscopes other than optical microscopes; diffraction apparatus.
9013,Liquid crystal devices
9014,Direction finding compasses; other navigational instruments and appliances. ...
9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanograp ..."
9016,"Balances of a sensitivity of 5 cg or better, with or without weights."
9017,"Drawing, marking-out or mathematical calculating instruments"
9018,"Instruments and appliances used in medical, surgical, dental or veterinary  ..."
9019,Mechano-therapy appliances; massage apparatus;
9020,"Other breathing appliances and gas masks, excluding protective masks"
9021,"Orthopaedic appliances, including crutches, surgical belts and trusses"
9022,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
9023,"Instruments, apparatus and models, designed for demonstrational purposes"
9024,"Machines and appliances for testing the hardness, strength, compressibility ..."
9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, bar ..."
9026,"Instruments and apparatus for measuring or checking the flow, level, pressu ..."
9027,Instruments and apparatus for physical or chemical analysis
9028,"Gas, liquid or electricity supply or production meters"
9029,"Revolution counters, production counters, taximeters, mileometers"
9030,"Oscilloscopes, spectrum analysers"
9031,"Measuring or checking instruments, appliances and machines"
9032,Automatic regulating or controlling instruments and apparatus.
9033,Parts and accessories (not specified or included elsewhere in this Chapter) ...
9101,"Wrist-watches, pocket-watches and other watches, including stop-watches"
9102,"Wrist-watches, pocket-watches and other watches, including stop-watches"
9103,"Clocks with watch movements, excluding clocks of heading 91.04."
9104,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft ..."
9105,Other clocks.
9106,"Time of day recording apparatus and apparatus for measuring, recording"
9107,Time switches with clock or watch movement or with synchronous motor.
9108,"Watch movements, complete and assembled."
9109,"Clock movements, complete and assembled."
9110,"Complete watch or clock movements, unassembled or partly assembled (movemen ..."
9111,Watch cases and parts thereof.
9112,Clock cases and cases of a similar type for other goods of this Chapter
9113,"Watch straps, watch bands and watch bracelets, and parts thereof."
9114,Other clock or watch parts.
9201,"Pianos, including automatic pianos; harpsichords"
9202,"Other string musical instruments (for example, guitars, violins, harps)."
9203,Keyboard pipe organs; harmoniums and similar keyboard instruments with free ...
9204,Accordions and similar instruments; mouth organs.
9205,"Other wind musical instruments (for example, clarinets, trumpets, bagpipes) ..."
9206,Percussion musical instruments
9207,"Musical instruments, the sound of which is produced, or must be amplified,  ..."
9208,"Musical boxes, fairground organs, mechanical street organs, mechanical sing ..."
9209,"Parts (for example, mechanisms for musical boxes) and accessories"
9301,"Military weapons, other than revolvers, pistols and the arms of heading 93. ..."
9302,"Revolvers and pistols, other than those of heading 93.03 or 93.04."
9303,Other firearms and similar devices which operate by the firing of an explos ...
9304,"Other arms (for example, spring, air or gas guns and pistols, truncheons)"
9305,Parts and accessories of articles of headings 93.01 to 93.04.
9306,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war"
9307,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof"
9401,"Seats (other than those of heading 94.02), whether or not convertible into  ..."
9402,"Medical, surgical, dental or veterinary furniture"
9403,Other furniture and parts thereof.
9404,Mattress supports; articles of bedding and similar furnishing
9405,Lamps and lighting fittings including searchlights and spotlights and parts ...
9406,Prefabricated buildings.
9501,Wheeled toys designed to be ridden by children
9502,Dolls representing only human beings.
9503,Other toys; reduced-size (scale) models and similar recreational models
9504,"Articles for funfair, table or parlour games, including pintables, billiard ..."
9505,"Festive, carnival or other entertainment articles"
9506,"Articles and equipment for general physical exercise, gymnastics, athletics ..."
9507,"Fishing rods, fish-hooks and other line fishing tackle; fish landing nets"
9508,"Roundabouts, swings, shooting galleries and other fairground amusements"
9601,"Worked ivory, bone, tortoise-shell, horn, antlers, coral, mother-of-pearl"
9602,Worked vegetable or mineral carving material and articles of these material ...
9603,"Brooms, brushes (including brushes constituting parts of machines"
9604,Hand sieves and hand riddles.
9605,"Travel sets for personal toilet, sewing or shoe or clothes cleaning."
9606,"Buttons, press-fasteners, snap-fasteners and press-studs, button moulds"
9607,Slide fasteners and parts thereof.
9608,Ball point pens; felt tipped and other porous-tipped pens and markers; foun ...
9609,"Pencils (other than pencils of heading 96.08), crayons, pencil leads, paste ..."
9610,"Slates and boards, with writing or drawing surfaces, whether or not framed. ..."
9611,"Date, sealing or numbering stamps, and the like"
9612,"Typewriter or similar ribbons, inked or otherwise prepared for giving impre ..."
9613,"Cigarette lighters and other lighters, whether or not mechanical or electri ..."
9614,"Smoking pipes (including pipe bowls) and cigar or cigarette holders, and pa ..."
9615,"Combs, hair-slides and the like; hairpins, curling pins, curling grips"
9616,"Scent sprays and similar toilet sprays, and mounts and heads therefor"
9617,"Vacuum flasks and other vacuum vessels, complete with cases"
9618,Tailors' dummies and other lay figures; automata and other animated display ...
9701,"Paintings, drawings and pastels, executed entirely by hand"
9702,"Original engravings, prints and lithographs."
9703,"Original sculptures and statuary, in any material."
9704,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal statio ..."
9705,"Collections and collectors' pieces of zoological, botanical, mineralogical"
9706,Antiques of an age exceeding one hundred years.
9999,Commodities not specified according to kind
